"Path","Comparison","Category","CustomBytes","UpstreamBytes","CustomSHA256","UpstreamSHA256"
"AILogic/OnnxModelSessionFactory.cs","Upstream-only","Source-resource",,"1429",,"F1F07673B0645BC0B7953D35F3030AD587CEABABA641E0D649116C05F698AAA3"
"AILogic/PerformanceBenchmark.cs","Upstream-only","Source-resource",,"31845",,"EABDCED3E61E1AD5194622659C560831D280E84CA987B08BE8006A74B92DEF19"
"AILogic/Prediction.cs","Upstream-only","Source-resource",,"495",,"24E5B4BCD2A9D5AEB76EAC520E534236536847C4DA40E11E8EC29DAE3E0D859A"
"AILogic/PredictionFilter.cs","Upstream-only","Source-resource",,"3596",,"2B91B5AB7D4ECBC0A7AC82CD1247A3C3DBE4058CE4A1531DD4A33CA0AA78ABD6"
"AILogic/PredictionManager.cs","Different-no-common-base","Source-resource","12413","9758","F8A192F8BDB35DE40699A7787D25319F17A80C281D4CABF8AE9851C5F819E330","2AB75E9E3236C0A62511F66DCB5AB0B2657041A40FBFD796C6E96CB292BA6818"
"AILogic/StickyAimSelector.cs","Upstream-only","Source-resource",,"6229",,"7EC4E7F2F3CD26052CA672C9FCEA4888FB85B2D7293EA291C12EB1774164C233"
"AILogic/TensorRTEngine.cs","Custom-only","Source-resource","4675",,"594E457509428CED36B6FB6ACD807599AE799483EB1C002699292387BED7C638",
"AILogic/WeaponSlotManager.cs","Custom-only","Source-resource","38067",,"0B5F58E9806F41F75CF0BCF10AD1249C4932C135E33F042DB1806D050FEE78CC",
"AILogic/WindowsGraphicsCapture.cs","Custom-only","Source-resource","15165",,"CD623F53968F8F328E4853A4BB4454A7CD3C03D88BBB9577F7E10696F5D2C71E",
"Aimmy2.csproj","Different-no-common-base","Source-resource","7222","5930","C46A81A7637DD7557001C3EB896B37BA4104D58F799A42785057D286B8A66F17","2088A1D87699EE04D5B92F5A1268238C14141A5B265922D1FB475187B8AF05C6"
"Aimmy2.sln","Identical","Source-resource","1430","1430","3DDE29E8B21B562D5CE72A43A581219DA405B5721EAB8A930479B119AE22EB8F","3DDE29E8B21B562D5CE72A43A581219DA405B5721EAB8A930479B119AE22EB8F"
"AIOK-v1-files.csv","Custom-only","Source-resource","711721",,"66502DF93C1A381751018F948B77533A09D9430C5D07A97A1ABB22B31E89FA9E",
"app.manifest","Custom-only","Source-resource","464",,"F27F473CD2139F47AF63C5B5E4D39B9D0360E861FB5448383E2B09E14C59B937",
"App.xaml","Identical","Source-resource","63258","63258","D2DD0C81203BE63473B7050F906797B51857E98BB9ABCD87DC9AD64235284FD1","D2DD0C81203BE63473B7050F906797B51857E98BB9ABCD87DC9AD64235284FD1"
"App.xaml.cs","Different-no-common-base","Source-resource","9201","2550","666DD9BF6CA7C72B54352FF0C1A047BDA9143DA0D5F5404A8F10F3FE9CD19E47","FE505DF976D607E626A113945520E7D25220C34181224238BED18061B7ED7ED8"
"AssemblyInfo.cs","Different-no-common-base","Source-resource","634","635","E83C855A38D86E36F85B2DBCF053F754F53D2076161268ECDCF30C4FCF770A4A","ED6ADDB5DC916414DDC22BCE23AF775875B0AE8BCA569246E2790A7A0D08B00F"
"bin/Build/bin/binding.cfg","Custom-only","Build-or-runtime-review","725",,"348DEC462DE32AC19BAB75E2251DF28FB10D840E50D8FF8A31E3677AAF791FCE",
"bin/Build/bin/capture.cfg","Custom-only","Build-or-runtime-review","78",,"3EBCF9C571507CD634B0525B430E8CBCECB0C350FA2C03A0470788A417B5130E",
"bin/Build/bin/colors.cfg","Custom-only","Build-or-runtime-review","319",,"90A95D517F70682C2ED84AFA6A7E1B9BFDA1E682AB9735A566D3251BD8B5C7B3",
"bin/Build/bin/configs/Default.cfg","Custom-only","Build-or-runtime-review","10057",,"F149278BF63197BB312030BB88749F5A4871B2055755EF449558E6BECA7880D1",
"bin/Build/bin/dropdown.cfg","Custom-only","Build-or-runtime-review","10057",,"1BE70E0B09EB8A7708D81132ACACE5B7FF393A63D9E999E2FA09D636BFFD7630",
"bin/Build/bin/filelocations.cfg","Custom-only","Build-or-runtime-review","100",,"D767FEA7FDF33949C897C8DAE6F92743B315D97A8488AAD206FF83F8BC7DD5DA",
"bin/Build/bin/labels/labels.txt","Custom-only","Build-or-runtime-review","5",,"0021D5FE20A08754DD965D947E4830740633AA94B4555D03067AAA6A3E6E1214",
"bin/Build/bin/minimize.cfg","Custom-only","Build-or-runtime-review","511",,"7E725093A0191B0BF1491E8C854F1C08BDF3EF08ECF4F6D459566F3932A4E2C2",
"bin/Build/bin/models.cfg","Custom-only","Build-or-runtime-review","131",,"6FB1CD0F0F6FC99718E6D100FE3C4902665D6B8AED9909B336933B6E49B90238",
"bin/Build/bin/models/Slot1/best_160x160_fp32_YOLO11.onnx","Custom-only","Build-or-runtime-review","10447736",,"7953C0BB27AF9EF389DEBAF89414053E8BA210DEA1D92BE0C499608553C05281",
"bin/Build/bin/models/Slot1/best_160x160_fp32_YOLO26.onnx","Custom-only","Build-or-runtime-review","9648246",,"46651013D0C4C2707770FA5AD0A199DB2DEF3E0C5C991A247FCCB4D32061116C",
"bin/Build/bin/models/Slot1/best_256x256_fp32_YOLO11.onnx","Custom-only","Build-or-runtime-review","10464132",,"6750465A1C68A4490B439C9D7D0BEFBDB9BEFAB04150C81E674861805EDE2385",
"bin/Build/bin/models/Slot1/best_256x256_fp32_YOLO26.onnx","Custom-only","Build-or-runtime-review","9664642",,"E48C46A491693812B4E75F58AB69CF5EAD9642D1C888A33FCE3602EA299C5B1E",
"bin/Build/bin/models/Slot1/best_320x320_fp32_YOLO11.onnx","Custom-only","Build-or-runtime-review","10479313",,"3E1D542530452056C3FCA4C665907237F0463A59DC9036C89926C19719D11B6E",
"bin/Build/bin/models/Slot1/best_320x320_fp32_YOLO26.onnx","Custom-only","Build-or-runtime-review","9679861",,"4709EB552C7164265CAE5768CC2666349540464B97239ACC93331E10E26334AB",
"bin/Build/bin/models/Slot1/best_416x416_fp32_YOLO11.onnx","Custom-only","Build-or-runtime-review","10508323",,"A550280BDAD9D9135918DF9337303A94C64B230CB8E57DA278AB3301A36285EE",
"bin/Build/bin/models/Slot1/best_416x416_fp32_YOLO26.onnx","Custom-only","Build-or-runtime-review","9708897",,"6785F172775D0EED25F81A27A8E84B81F3FE2D841ED0A0EAEBF7194D2ACDFDDF",
"bin/Build/bin/models/Slot1/best_512x512_fp32_YOLO11.onnx","Custom-only","Build-or-runtime-review","10544941",,"816B9C33E6110F7DC40E8BB59B3AFD2F5CA7D2B4A34B19658B9C6FA8750155B1",
"bin/Build/bin/models/Slot1/best_512x512_fp32_YOLO26.onnx","Custom-only","Build-or-runtime-review","9745515",,"01D89882C20386741E5713DAD43906300D441AE0FFE4A0B9B646E76D077829B3",
"bin/Build/bin/models/Slot1/best_640x640_fp32_YOLO11.onnx","Custom-only","Build-or-runtime-review","10605421",,"617A12BF6EF8F3BABC1CE042B81E0D7989E02BBABF8981151F36E027089C8FEE",
"bin/Build/bin/models/Slot1/best_640x640_fp32_YOLO26.onnx","Custom-only","Build-or-runtime-review","9805995",,"31A373D7A57C724A0156FC482A4EDBFB6D874F139299734A8FB21519FD667C0D",
"bin/Build/bin/models/Slot1/best_dynamic_fp32_YOLO11.onnx","Custom-only","Build-or-runtime-review","11135982",,"CF78D232FCD55CD42DBF9D3A34D20301189345A18488624BADDB7E854F4F94EB",
"bin/Build/bin/models/Slot1/best_dynamic_fp32_YOLO26.onnx","Custom-only","Build-or-runtime-review","10355219",,"EA8BBB1EE5693C88BD49FBA8E05AD22835C1F45D7AC5FB6AEDDAAA6923E3F0FB",
"bin/Build/bin/models/Slot2/best_160x160_fp32_YOLO11.onnx","Custom-only","Build-or-runtime-review","10447736",,"7953C0BB27AF9EF389DEBAF89414053E8BA210DEA1D92BE0C499608553C05281",
"bin/Build/bin/models/Slot2/best_160x160_fp32_YOLO26.onnx","Custom-only","Build-or-runtime-review","9648246",,"46651013D0C4C2707770FA5AD0A199DB2DEF3E0C5C991A247FCCB4D32061116C",
"bin/Build/bin/models/Slot2/best_256x256_fp32_YOLO11.onnx","Custom-only","Build-or-runtime-review","10464132",,"6750465A1C68A4490B439C9D7D0BEFBDB9BEFAB04150C81E674861805EDE2385",
"bin/Build/bin/models/Slot2/best_256x256_fp32_YOLO26.onnx","Custom-only","Build-or-runtime-review","9664642",,"E48C46A491693812B4E75F58AB69CF5EAD9642D1C888A33FCE3602EA299C5B1E",
"bin/Build/bin/models/Slot2/best_320x320_fp32_YOLO11.onnx","Custom-only","Build-or-runtime-review","10479313",,"3E1D542530452056C3FCA4C665907237F0463A59DC9036C89926C19719D11B6E",
"bin/Build/bin/models/Slot2/best_320x320_fp32_YOLO26.onnx","Custom-only","Build-or-runtime-review","9679861",,"4709EB552C7164265CAE5768CC2666349540464B97239ACC93331E10E26334AB",
"bin/Build/bin/models/Slot2/best_416x416_fp32_YOLO11.onnx","Custom-only","Build-or-runtime-review","10508323",,"A550280BDAD9D9135918DF9337303A94C64B230CB8E57DA278AB3301A36285EE",
"bin/Build/bin/models/Slot2/best_416x416_fp32_YOLO26.onnx","Custom-only","Build-or-runtime-review","9708897",,"6785F172775D0EED25F81A27A8E84B81F3FE2D841ED0A0EAEBF7194D2ACDFDDF",
"bin/Build/bin/models/Slot2/best_512x512_fp32_YOLO11.onnx","Custom-only","Build-or-runtime-review","10544941",,"816B9C33E6110F7DC40E8BB59B3AFD2F5CA7D2B4A34B19658B9C6FA8750155B1",
"bin/Build/bin/models/Slot2/best_512x512_fp32_YOLO26.onnx","Custom-only","Build-or-runtime-review","9745515",,"01D89882C20386741E5713DAD43906300D441AE0FFE4A0B9B646E76D077829B3",
"bin/Build/bin/models/Slot2/best_640x640_fp32_YOLO11.onnx","Custom-only","Build-or-runtime-review","10605421",,"617A12BF6EF8F3BABC1CE042B81E0D7989E02BBABF8981151F36E027089C8FEE",
"bin/Build/bin/models/Slot2/best_640x640_fp32_YOLO26.onnx","Custom-only","Build-or-runtime-review","9805995",,"31A373D7A57C724A0156FC482A4EDBFB6D874F139299734A8FB21519FD667C0D",
"bin/Build/bin/models/Slot2/best_dynamic_fp32_YOLO11.onnx","Custom-only","Build-or-runtime-review","11135982",,"CF78D232FCD55CD42DBF9D3A34D20301189345A18488624BADDB7E854F4F94EB",
"bin/Build/bin/models/Slot2/best_dynamic_fp32_YOLO26.onnx","Custom-only","Build-or-runtime-review","10355219",,"EA8BBB1EE5693C88BD49FBA8E05AD22835C1F45D7AC5FB6AEDDAAA6923E3F0FB",
"bin/Build/bin/mouse-sensitivity.cfg","Custom-only","Build-or-runtime-review","271",,"DB8E836BDA596CC4374DD10139361BAAC9DD9E7AFCFFF08D58DAF2DA2AAEDE55",
"bin/Build/bin/priority_aiming.cfg","Custom-only","Build-or-runtime-review","152",,"AA35BD20E6FE6C23BB0AE61BDF61B2D9855E63B68E8799B2E6B9BA144126FBBE",
"bin/Build/bin/scope_models/SCOPE_TMP/Scope_v6_opset11.onnx","Custom-only","Build-or-runtime-review","4974027",,"DDCAF1337A784D5EB7E73135E51D860BE61F7FC38B70168F42122B3B686519F4",
"bin/Build/bin/scope_models/SCOPE_TMP/Scope_v6_opset12.onnx","Custom-only","Build-or-runtime-review","4974027",,"69E30CF568F2913CBBFE327DB6F6C97760951D8FB5380C26AA21641083BE8D62",
"bin/Build/bin/scope_models/SCOPE_TMP/Scope_v6_opset13.onnx","Custom-only","Build-or-runtime-review","4974285",,"FE27B6E21890665CF62F55D0EAB61498268CCF7DC8F36420356059D74E0181C5",
"bin/Build/bin/scope_models/SCOPE_TMP/Scope_v6_opset14.onnx","Custom-only","Build-or-runtime-review","4974501",,"79356E5C763D465467D08B7C62AD8FD361ADF1813CD114981CDC1A88D9AF4922",
"bin/Build/bin/scope_models/SCOPE_TMP/Scope_v6_opset15.onnx","Custom-only","Build-or-runtime-review","4974501",,"9F7762B8DC086764448BB9B71FE28D341DED689206FC7DA78DDE8B1F872D5E3F",
"bin/Build/bin/scope_models/SCOPE_TMP/Scope_v6_opset16.onnx","Custom-only","Build-or-runtime-review","4974501",,"77368E0EDD67833788DBE8A0167F1CC46B65D400262EEDA6B107B0852223E13E",
"bin/Build/bin/scope_models/SCOPE_TMP/Scope_v6_opset17.onnx","Custom-only","Build-or-runtime-review","4974501",,"C7BB164612864889DD3D59A3182E4878CF9B91558B16C86766C7A8A91455581A",
"bin/Build/bin/scope_models/SCOPE_TMP/Scope_v6_opset18.onnx","Custom-only","Build-or-runtime-review","4974512",,"56B8234F83E77A1E0CB8A94FC432F5C76E438E40D7F3C6BFA0A69EBFD6F2B0C5",
"bin/Build/bin/scope_models/SCOPE_TMP/Scope_v6_opset19.onnx","Custom-only","Build-or-runtime-review","4974512",,"64552F7638BA4DF97DF08626AB54C45653CFD7BCF7EB83779A0868F0B308C400",
"bin/Build/bin/scope_models/SCOPE_TMP/Scope_v6_opset20.onnx","Custom-only","Build-or-runtime-review","4974512",,"D4BB5F7F4FF1E5265C5975E4637E0EBD5296C2470E2EA84CBAF4A0F0541422E6",
"bin/Build/bin/scope_models/SCOPE_TMP/Scope_v6_opset21.onnx","Custom-only","Build-or-runtime-review","4974512",,"BB40BBB82D79D1B37CC0D81DCDEAD42CA53A486D26A33F0B635A64AB63F48D4A",
"bin/Build/bin/scope_models/SCOPE_TMP/Scope_v6_opset22.onnx","Custom-only","Build-or-runtime-review","4974512",,"218E8D0BE0996F7134D30EA26B7F3129D00362930C341D61EB7DF5BE96074392",
"bin/Build/bin/scope_models/SCOPE_TMP/SCOPEv1.onnx","Custom-only","Build-or-runtime-review","12270366",,"DA0FCF46417C676A59ADCB40AA17027DF5468A3730CE8BB761FD780DE72BB052",
"bin/Build/bin/scope_models/SCOPE_TMP/SCOPEV2.onnx","Custom-only","Build-or-runtime-review","10609179",,"54B6A07D5DEFAB632EA2F321D7531055A4B6699C6C5E997DCDFAC6E2D6DA4B07",
"bin/Build/bin/scope_models/SCOPE_TMP/SCOPEv3.onnx","Custom-only","Build-or-runtime-review","10609179",,"0E5F1AEEEAD969AFB4B5A8BA5FF0D3CB25421A5F8C08620BD415014488B0D94C",
"bin/Build/bin/scope_models/SCOPE_TMP/SCOPEv4.onnx","Custom-only","Build-or-runtime-review","9809377",,"A8AEA877C2D1FB2390FA82AA9FC1CEAC6CC9FCFB0FB2D05B55F8177FF1ED9B55",
"bin/Build/bin/scope_models/SCOPE_TMP/SCOPEv5.onnx","Custom-only","Build-or-runtime-review","37937028",,"59120E5DE53C9967DA667A61B2AF8A27510ADB71B5140EFDC6D8FFEEBF48F7B3",
"bin/Build/bin/scope_models/Scope_V7_160.onnx","Custom-only","Build-or-runtime-review","9652206",,"771B89B9902DD003432C5722578CA942B0E1AA67B1455DB151694DBFC8616988",
"bin/Build/bin/scope_models/Scope_V7_224.onnx","Custom-only","Build-or-runtime-review","9662290",,"F4665E3277D707D4E49575CFB0FEC982368DE64E65B11B8180683F71CAED3749",
"bin/Build/bin/scope_models/Scope_V7_256.onnx","Custom-only","Build-or-runtime-review","9668602",,"AE13013FB60F8E1D9D9E5BB2FB66F035AFBB98AADBAB1BB3350A6FDA76746EE3",
"bin/Build/bin/scope_models/Scope_V7_288.onnx","Custom-only","Build-or-runtime-review","9675742",,"3F17EF5CC8EFE98F5141EA79AFE4FD81E90BC9BCBC83671476644E7AA6FC9EC3",
"bin/Build/bin/scope_models/Scope_V7_320.onnx","Custom-only","Build-or-runtime-review","9683726",,"01AE6501FA7A7550078D01A159DF2E830E8F7F73ABAB37DCB037F02194E64482",
"bin/Build/bin/scope_models/Scope_V7_416.onnx","Custom-only","Build-or-runtime-review","9712766",,"64F8FB14E2DC574347707E1DD801734220C280C5C646BA23225225B2E4D50216",
"bin/Build/bin/scope_models/Scope_V7_512.onnx","Custom-only","Build-or-runtime-review","9749384",,"2284F240712A9FA97CA1CCC0B3F2E4CF55528666E86D659D4A7A13D364E8B2B9",
"bin/Build/bin/scope_models/Scope_V7_640.onnx","Custom-only","Build-or-runtime-review","9809864",,"107ACF79B5010048811F2457F1180A46F76F3ED493EBC84E30C2F6FB66B3215B",
"bin/Build/bin/toggles.cfg","Custom-only","Build-or-runtime-review","1290",,"0B2377CD025432A1223A4DB7247B3FABF0E14D341E9E63086909E93EEF61CDB6",
"bin/Build/bin/window.cfg","Custom-only","Build-or-runtime-review","54",,"2C05CDFBD6DC4675815DB776D7D7324957262B57CF4C097BD3F540B2C774E7E5",
"bin/Build/CouldBeAimmyV2.deps.json","Custom-only","Build-or-runtime-review","18534",,"3684573E93ED28C274E018D1426619AAA62ABCA475971F372063970E6AE03E27",
"bin/Build/CouldBeAimmyV2.dll","Custom-only","Build-or-runtime-review","14626816",,"82C43955AF39E2F42710B91B9C96D86BBF8E4BCC39F25F36B2D84448C2912949",
"bin/Build/CouldBeAimmyV2.exe","Custom-only","Build-or-runtime-review","186368",,"428C9FE1C02552CA45F958694184AF57D04C57DAC193BFD2C7AD4FAEECC9F10D",
"bin/Build/CouldBeAimmyV2.runtimeconfig.json","Custom-only","Build-or-runtime-review","429",,"73B37384BB001E78DB2014D328750EB2990393712FD63CD00C0F41965B3DBE96",
"bin/Build/DirectML.dll","Custom-only","Build-or-runtime-review","18527776",,"9C9E6D822561C6C41B90E6994B3E8857CF1D66DBFB1E0C4C799C7C89B4E92DA1",
"bin/Build/DirectML.pdb","Custom-only","Build-or-runtime-review","8622080",,"24B67D1EE649D1E36FDD4BD8A25EC74B890C3B859AFAD89E0D4E1B7E51CD8D16",
"bin/Build/icon/target.ico","Custom-only","Build-or-runtime-review","34714",,"252F3C4D54C091988E6516D97B61FA475EDAFB782C4BBEEEFC2479E49572133D",
"bin/Build/logs/capture-error.txt","Custom-only","Build-or-runtime-review","886",,"1FD540FCED38E0A3B31E5ADF709992AA01B94E6D9B6A43B1E8C92EB72EB5A7B5",
"bin/Build/loot/._cache_Loot.exe","Custom-only","Build-or-runtime-review","918016",,"043BC763D54ACDD8EC91246AE99B8310E0146BD577F98C7A26820980B45702A5",
"bin/Build/loot/config.ini","Custom-only","Build-or-runtime-review","560",,"8E7E8B92E1E2ED7DA53F934A76F2FE677955D50856268D9B9E7681E9F1486FE9",
"bin/Build/loot/laytoado.ahk","Custom-only","Build-or-runtime-review","8743",,"BDCDFD4488A8F2230CE762FEAD84944DDA2FFA8884B7F611906C34202C25185D",
"bin/Build/loot/laytoado.exe","Custom-only","Build-or-runtime-review","1735168",,"1D8E14199A2E36B37577ED4BC930D725C9619EBDD04E6AF1A4D72B09F88E1225",
"bin/Build/loot/Loot.ahk","Custom-only","Build-or-runtime-review","3713",,"20CEED5BBC8EE88E7199AACEF994838319961B349E2A80FF37B2148B77485C2E",
"bin/Build/loot/Loot.exe","Custom-only","Build-or-runtime-review","1694208",,"E172794AD7559292C6DB988576C63C58AAB4DABA51E64C7FEF274D683360E215",
"bin/Build/onnxruntime_providers_shared.dll","Custom-only","Build-or-runtime-review","22040",,"265C8DAF29637CB259CAC8BE9F08F2CD45F3883F0F0E4949CBFDDD5B4CBEC3B6",
"bin/Build/onnxruntime.dll","Custom-only","Build-or-runtime-review","17328152",,"E7EEDEC6A6F26DC39DC948276A75EF6D2BEE3FFF944D874CEED0BBD3B97BFF40",
"bin/Build/runtimes/browser/lib/net8.0/System.Text.Encodings.Web.dll","Custom-only","Build-or-runtime-review","70952",,"108C563B14FAEAF065EED875779AE768AE14A2884B023B700A6EA9D8B8486B49",
"bin/Build/runtimes/win-arm64/native/onnxruntime_providers_shared.dll","Custom-only","Build-or-runtime-review","21528",,"3923290B6FC5DCD754B4D533463A9B8B46DA0889D3991EF4F9B9AFA17929E3E2",
"bin/Build/runtimes/win-arm64/native/onnxruntime.dll","Custom-only","Build-or-runtime-review","17546784",,"939FA0BE435D253EADD9E394EE94AD6B6AC1878C83B64118BB4BDA669EB0E28C",
"bin/Build/runtimes/win-arm64/native/onnxruntime.lib","Custom-only","Build-or-runtime-review","2834",,"4B48F294224CDFE09EF77A6E1F5582BDA16A4ADBA047C1B073F752FCE83AE40C",
"bin/Build/runtimes/win-x64/native/onnxruntime_providers_shared.dll","Custom-only","Build-or-runtime-review","22040",,"265C8DAF29637CB259CAC8BE9F08F2CD45F3883F0F0E4949CBFDDD5B4CBEC3B6",
"bin/Build/runtimes/win-x64/native/onnxruntime.dll","Custom-only","Build-or-runtime-review","17328152",,"E7EEDEC6A6F26DC39DC948276A75EF6D2BEE3FFF944D874CEED0BBD3B97BFF40",
"bin/Build/runtimes/win-x64/native/onnxruntime.lib","Custom-only","Build-or-runtime-review","2834",,"281D55C95107AD75AC060569C005031BAF1BB7FE1011BDC07A6BEF1DEE8792B5",
"bin/Build/runtimes/win-x64/native/TensorRT-C-API.dll","Custom-only","Build-or-runtime-review","473088",,"06C4CE8C93832A8AA9F39B6574CA7D72DAEFFF525C67641917E1F271356975A4",
"bin/Build/runtimes/win/lib/net8.0/System.Management.dll","Custom-only","Build-or-runtime-review","313168",,"2EE0EDFC6E733EB3427CFFDA28CC8709C69BC9E8F498CEAA101A9A268D9FD46B",
"Class/AimSettings.cs","Upstream-only","Source-resource",,"4181",,"02C524927D1D96E0E8CC6FE073F6847A97CB3F344F67F0D8EC2CB66C0FA41BB5"
"Class/Animator.cs","Different-no-common-base","Source-resource","4181","4152","8B1EA245FDAAC983B993148AAD9215C76F70C746A612FCFAF06DDFA2A14804F7","D6E2B6C7ED179B970C1D6522EC7A9ADFA0BB7550E3C321AD0D9ED28BB97CB3A4"
"Class/ClickThroughOverlay.cs","Different-no-common-base","Source-resource","1432","741","0A8FD0C1E2220785A0700DE9362156CB37BF9385083358B5D609EFBD2DBA2021","8DAE65E2D210460D7096A88EBAD59C1B3E3BB680B08A6D7140BD6D428E7814BB"
"Class/Dictionary.cs","Different-no-common-base","Source-resource","11046","4422","70CFFE5D0425B9FE58FD59B3C34DE219FA588FABDB13A374A32DF25ADDFD5D3D","55F1930CFDE77BD0B42F2B62EAC002576D15516D464EF7C4D89EF60ECD88CE14"
"Class/PriorityAimingConfig.cs","Custom-only","Source-resource","3672",,"50B1E17E417457D87B718FECF775D15FE406DA7BF004698F888C5CC3CD862E01",
"Class/PropertyChanger.cs","Different-no-common-base","Source-resource","2531","2048","121D088F53079832DD95691CAF9BBC1F101FD4B5DEB723A5AC70253C85AE2ED2","F4A1A81642CD500150F9602B8C152422FDC25389EDD7860CA20C06CDDE2B4E49"
"Class/SaveDictionary.cs","Identical","Source-resource","3913","3913","5CD552B4EF56349CC526C12FF98A4EBDC9DA30E37C337B03320BA9DB362944C6","5CD552B4EF56349CC526C12FF98A4EBDC9DA30E37C337B03320BA9DB362944C6"
"Class/UI.cs","Different-no-common-base","Source-resource","7122","4962","A42909A8F630479B4B28738D03CAC31E53B5686AD5AE062B5EF9CB1FD90E1D15","5358765868C962D4E471E226811E8FEE901F6FF1D5A46C8BB877C307D2CCEA60"
"Documentation.md","Custom-only","Source-resource","69753",,"FAFE02533EE977BC2F32075050F6E4A1E2FDEBBB268099BE7BB95E5087C67B1A",
"ExitConfirmationWindow.xaml","Custom-only","Source-resource","5462",,"3FCE5EF482C4C8F892AAD55DDAF0A4D745F40CDA6960A7568E78FC7D61AE71B9",
